Grabyo,"London, London (Headquarters)",http://about.grabyo.com,Advanced Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Grabyo&id=0010L00001sBsSrQAK
Nagravision SA - Kudelski Group,"Cheseaux-sur-Lausanne, VD (Headquarters)",http://www.nagra.com,Advanced Technology Partner,,"AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Nagravision%20SA%20-%20Kudelski%20Group&id=0010L00001sC6iuQAC
Deep Learn,"Santa Cruz, California (Headquarters)",http://www.auger.ai,Advanced Technology Partner,"Auger.AI's free Automated Machine Learning service manages your Amazon Web Services-based computing power to run multiple trials, searching for the best algorithm and hyperparameters for your prediction and classification problem. It offers the most algorithms and fastest search of any automated machine learning tool. All inside an easy to use model management environment.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Deep%20Learn&id=0010L00001u4u6jQAA
Xealth,"Seattle, Washington (Headquarters)",http://www.xealth.com,Advanced Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Xealth&id=0010L00001u5iLBQAY
beeline solutions gmbh & co kg,"Münster, Nordrhein-Westfalen (Headquarters)",https://www.beeline-solutions.de,Advanced Technology Partner,,,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=beeline%20solutions%20gmbh%20%26%20co%20kg&id=0010h00001aCZVAAA4
JetPack Data,"Montreuil, Paris (Headquarters)",https://www.jetpackdata.com,Advanced Technology Partner,"JetPack Data empowers business users to instantly transform their excel files and databases into dynamic, exploratory and shareable graphical analysis by a simple drag and drop. On cloud or on premise, the artificial intelligence layer of JetPack Data makes it easier to analyze data, which allows business users to save time and optimize their decision-making.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=JetPack%20Data&id=0010h00001aCZniAAG
Equinix,"Redwood City, CA (Headquarters)",http://www.equinix.com,Advanced Technology Partner,"Our extensive digital ecosystem helps businesses lower cost, improve application performance and simplify data center deployments. We deliver innovative solutions to solve enterprise cloud computing needs. AWS Direct Connect allows new and existing Equinix customers to connect their infrastructure directly to Amazon Web Services, enabling them to bypass Internet service providers.",AWS Direct Connect,"AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Equinix&id=001E000000Rl12NIAR
Asteria Corporation,"Shinagawa-ku, Tokyo (Headquarters)",http://asteria.com/,Advanced Technology Partner,Asteria Corporation was founded as the first software company in Japan dedicated to XML. Asteria develops and markets software and services which connects various corporate computers and devices. ASTERIA Warp: Data Integration software ASTERIA Warp is a data federation solution suite that supplies integration and conversion of data within and across organizations. ASTERIA Warp,Amazon Aurora MySQL-compatible edition,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Asteria%20Corporation&id=001E000000Rp5FVIAZ
Kaltura,"New York, New York (Headquarters)",http://www.kaltura.com,Advanced Technology Partner,"Kaltura’s mission is to power any video experience. Our market-leading video platform, video player, and wide array of video solutions are deployed globally across thousands of enterprises, media companies, service providers, and educational institutions, leveraging video to teach, learn, communicate, collaborate, and entertain.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Kaltura&id=001E000000Rp5FnIAJ
Sierra Wireless,"Richmond, BC (Headquarters)",http://www.sierrawireless.com,Advanced Technology Partner,"Sierra Wireless is an Internet of Things (""IoT"") pioneer, empowering businesses and industries to transform and thrive in the connected economy. OEMs and Enterprises worldwide rely on our expertise in delivering fully-integrated solutions to reduce complexity, turn edge network data into intelligent decisions and get their connected products and services to market faster.",,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Sierra%20Wireless&id=001E000000Rp5HMIAZ
Pureport,"Raleigh, North Carolina (Headquarters)",http://www.pureport.com,Advanced Technology Partner,"Pureport enables customers to deploy next-generation networks powered by patented SDN technology through easy, fast deployments and there's no agent software or new hardware appliances required. We support Cloud-to-Cloud intra- and inter-region connectivity and overlapping CIDR IP ranges. Scale network resources to match your business needs. Connect with us today!",AWS Direct Connect,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Pureport&id=001E000000UfZ1lIAF
InterCloud,"Paris, France (Headquarters)",https://www.intercloud.com,Advanced Technology Partner,"As a European leader of Software-Defined Interconnection, InterCloud is disrupting the way organizations are connecting to the Cloud. By providing Connectivity as Code, we offer an unparalleled way to extend confidence end-to-end with visibility and control on their resources. InterCloud offers fully managed and secured connectivity services across the Globe up to Customers' premise.",AWS Direct Connect,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=InterCloud&id=001E000000UfZpSIAV
INTERXION,"Schiphol-Rijk, Noord-Holland (Headquarters)",http://www.interxion.com,Advanced Technology Partner,"We’re a leading provider of carrier- and cloud-neutral colocation data center services in Europe. We enable our customer's hybrid and multi-cloud strategies through our 50+ state of the art, cloud enabled data centers across 11 European countries.",AWS Direct Connect,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=INTERXION&id=001E000000UfZpTIAV
bio-T Medical,"Petah Tikva, Israel (Headquarters)",http://biot-med.com,Advanced Technology Partner,"bio-T™ is driving healthcare innovators to join the IoMT (Internet of Medical Things) revolution by accelerating their way to introduce smart connected regulated solutions while enjoying dramatic reduction of cyber security and other risks. Among our customers Lumenis, Phibro, EarlySense, ContinUse Biometrics, Vectorious, Theranica, LiveMetric, HeraMed, ..","Amazon DynamoDB,Amazon Kinesis","AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=bio-T%20Medical&id=001E000000Ufa81IAB
"Zayo Group, LLC","Boulder, Colorado (Headquarters)",http://www.zayo.com,Advanced Technology Partner,"Zayo’s (NYSE: ZAYO) global footprint along with superior network infrastructure provides customers of varying sizes and industries the ability to connect to AWS. We provide private and dedicated connectivity directly from your office or data center to the AWS network. This solution is perfect for customers requiring high performance, transferring large amounts of data or with security requirements",AWS Direct Connect,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Zayo%20Group%2C%20LLC&id=001E000000UfaHnIAJ
CoreSite,"Denver, CO (Headquarters)",http://www.coresite.com,Advanced Technology Partner,"Our data centers are located at points where many communications networks converge to function as interconnection hubs where customers are able to connect to multiple networks and exchange traffic with each other. Our data centers feature advanced reliable and efficient power, cooling and security systems, including twenty-four-hours-a-day, seven-days-a-week security staffing, and many are poin",AWS Direct Connect,,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CoreSite&id=001E000000UfaStIAJ
"Cloudvisor, UAB","Vilnius, - (Headquarters)",http://cloudvisor.eu,Advanced Consulting Partner,We are a high value-added and 100% cloud orientated company that specializes in consulting tech companies and startups on how to grow their business in Amazon AWS. We help current AWS customers to optimize their infrastructure performance and cost. As well as help newcomers plan and prepare for migration to use all the beauty and strengths of Amazon AWS services.,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Cloudvisor%2C%20UAB&id=0010L00001qJ0qnQAC
Huron Consulting Group Inc.,"Chicago, Illinois (Headquarters)",http://www.huronconsultinggroup.com,Advanced Consulting Partner,,"AWS Public Sector Partner: Government, Education","AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Sysops Administrator - Associate,AWS Certified Developer - Associate,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Huron%20Consulting%20Group%20Inc.&id=0010L00001qvR9EQAU
1 Cloud Hub,"Chennai, Tamil Nadu (Headquarters)",http://www.1cloudhub.com,Advanced Consulting Partner,,"AWS Public Sector Partner: Education, Nonprofit","AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=1%20Cloud%20Hub&id=0010L00001qw3pQQAQ
"T-Rex Solutions, LLC","Greenbelt, Maryland (Headquarters)",http://www.trexsolutionsllc.com,Advanced Consulting Partner,"Established in 1999, T-Rex Solutions, LLC is a proven mid-tier business providing data-centric mission services to the Federal government as it increasingly tries to secure and leverage the power of data. We design, integrate, secure, and deploy advanced technical solutions for our customers so they can efficiently fulfill their critical objectives.",AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=T-Rex%20Solutions%2C%20LLC&id=0010L00001rCeJwQAK
"CNET Global Solutions, Inc","Richardson, Texas (Headquarters)",http://www.cnet-global.com,Advanced Consulting Partner,"Matilda Cloud Solutions empower businesses to reduce cloud migration time and expense, accelerate application delivery in order to launch new products, and drive digital evolution. We Migrate Applications to the Cloud quickly, Manage Multi-Cloud Deployments, Optimize Cloud Cost and Utilization, Facilitate Devops, Container Management & Kubernetes.",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CNET%20Global%20Solutions%2C%20Inc&id=0010L00001rqbYLQAY
NewWave Telecom & Technologies,"Elkridge, Maryland (Headquarters)",http://www.newwave.io,Advanced Consulting Partner,,"AWS Public Sector Partner: Government, Education, Nonprofit","AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=NewWave%20Telecom%20%26%20Technologies&id=0010L00001s0XNjQAM
Nerdery,"Bloomington, Minnesota (Headquarters)",https://www.nerdery.com,Advanced Consulting Partner,"Nerdery is a digital business consultancy. We take companies from today to their digital future, working at the leading edge of strategy, design and technology to help clients evolve and thrive. By focusing on business outcomes, Nerdery crafts impactful digital experiences and infrastructures that accelerate digital transformations, innovations, modernizations and operational initiatives.","AWS Public Sector Partner: Government, Education","AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Nerdery&id=0010L00001s0yL4QAI
Perspecta,"Herndon, Virginia (Headquarters)",http://www.perspecta.com,Advanced Consulting Partner,,Government,AWS Public Sector Partner,"AWS Certified Solutions Architect - Associate,AWS Certified Cloud Practitioner,AWS Certified SysOps Administrator - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Advanced Networking - Specialty","Archiving,Business Applications - Microsoft,Business Applications - Oracle,Business Applications - Other,Business Applications - SAP,Content Delivery,Database & Data Warehouse,Dev & Test,Digital Marketing,Disaster Recovery,High Availability,High Performance Computing (HPC),Internet of Things (IoT),Mobile,Security & Compliance,Value (Cost Savings/TCO),Web & Web Apps,Big Data, Analytics, Batch Processing & Business Intelligence (BI),Storage (Backup, Recovery & Asset Storage)","Government, Education & Public Services","Education,Enterprise,Government - Local,Government - National","Apache,Flash Media Server,Hadoop,IBM,JBOSS,Linux,Microsoft .NET,Microsoft Exchange,Microsoft SharePoint,Microsoft SQL,MySql,Oracle DB,Oracle Middleware,PHP,Ruby,SAP,System Management,Oracle Aps","Cloud Migration Services,Custom Application Development,Digital Marketing,Managed Service Provider,Strategic / IT Consulting,Assessments",,https://aws.amazon.com/partners/find/partnerdetails/?n=Perspecta&id=0010L00001tAB2rQAG
Maxar Technologies,"Herndon, Virginia (Headquarters)",http://www.radiantsolutions.com,Advanced Consulting Partner,"Radiant Solutions provides multisource data collection, enrichment and analytic capabilities that reveal unique geospatial information and insights where and when it matters. We help our customers understand and navigate our changing planet in response to the world’s most challenging geospatial problems.",AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Developer - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Maxar%20Technologies&id=0010L00001tBqc1QAC
BrightScale LLC,"Arlington, Virginia (Headquarters)",https://www.brightscale.io,Advanced Consulting Partner,,Well Architected,"AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Solutions Architect - Associate,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=BrightScale%20LLC&id=0010L00001v14xKQAQ
METANET CLOUD LLC.,"Gangnam-gu, Seoul (Headquarters)",http://www.metanet.co.kr,Advanced Consulting Partner,,AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=METANET%20CLOUD%20LLC.&id=0010L00001v23afQAA
"TechMinfy Info Solutions Inc.,","Monroe, Connecticut (Headquarters)",http://www.lacistech.com,Advanced Consulting Partner,,Authorized Commercial Reseller,"AWS Certified Solutions Architect - Professional,AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=TechMinfy%20Info%20Solutions%20Inc.%2C&id=0010L00001v2hQ7QAI
Information Services International-Dentsu,"Minato-ku, Tokyo (Headquarters)",http://www.isid.co.jp/,Advanced Consulting Partner,"ISID was established in 1975 as a joint venture between Dentsu Inc., and General Electric. ISID’s core competencies are its operational knowledge and leading-edge technologies, which enable it to respond to the IT needs of its customers. Taking advantage of AWS, ISID provides solutions that “make the impossible possible”. From our origin, we have been focusing on the business issue of ou",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Information%20Services%20International-Dentsu&id=001E000000NaBHjIAN
Hitachi Solutions,"Shinagawa-ku, Tokyo (Headquarters)",http://www.hitachi-solutions.co.jp/,Advanced Consulting Partner,"Hitachi Solutions, Ltd., provides value-driven services throughout the IT life cycle from systems planning to systems integration, operation and maintenance. The flagship company in the Hitachi Group's information and communication system solutions business, Hitachi Solutions also offers solutions for social innovation such as smart cities.",Authorized Commercial Reseller,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Hitachi%20Solutions&id=001E000000NcImrIAF
Jayway,"Malmö, EMEA (Headquarters)",http://www.jayway.com,Advanced Consulting Partner,"Jayway is a leading software specialist consultancy company in Sweden, Denmark and USA. Jayway’s Cloud team offers cloud strategy, advisory on AI, consulting services, architecture and migration of system and services. Our team has helped several clients to move internally developed systems to Amazon but also developed many solutions optimized for production in Amazon Web Services for our clients.",AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Jayway&id=001E000000NcInGIAV
Omegapoint,"Stockholm, Sweden (Headquarters)",http://www.omegapoint.se,Advanced Consulting Partner,"Cloud is a game changer in IT, and security is key when adopting the cloud. Our consultants are leading experts in AWS, application security, and agile methods. By combining high-quality system development, security expertise and agile methods, we enable our customers innovate continuously. When you can only afford to do things right, when IT is key to your business, Omegapoint is your partner.",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Omegapoint&id=001E000000Rl0xZIAR
Sapient,"Boston, MA (Headquarters)",http://www.sapientnitro.com/,Advanced Consulting Partner,"Publicis.Sapient is designed to address today’s digital business transformation imperative, with a core belief that success comes at the intersection of a brand & customer. We design and implement cloud based marketing, content & commerce solutions through our expert team of AWS Certified architects & engineers. Our DevOps & cloud experts help migrate & manage cloud environments 24*7, efficiently.",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Sysops Administrator - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Sapient&id=001E000000Rl0xrIAB
Data Intensity,"Chelmsford, Essex (Headquarters)",http://www.dataintensity.com,Advanced Consulting Partner,"Data Intensity combines in-depth enterprise IT knowledge with cutting edge Cloud Native skills to help organisations make the transition to a true cloud architecture. Whether looking to simply port an existing application into EC2, perform hybrid workload shifting, or modernize into a full PaaS platform being experts in both sides ensures we provide you the right solution",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Data%20Intensity&id=001E000000Rl12DIAR
Anchor Systems Pty Ltd,"Sydney, New South Wales (Headquarters)",http://www.anchor.com.au,Advanced Consulting Partner,"Anchor fills the void between cloud services and your code. We architect and manage intelligent solutions that let you scale whilst guaranteeing performance and reliability. We do this by providing direct access to our qualified system administrators. Not just customer care people, but techs with the right experience to do the job who provide amazing technical support.",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Professional,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Anchor%20Systems%20Pty%20Ltd&id=001E000000Rp56qIAB
CloudOps,"Montreal, Quebec (Headquarters)",http://www.cloudops.com,Advanced Consulting Partner,"CloudOps enables its customers to own their destiny in a cloudy world; we design, build and operate clouds. We help software companies migrate to and scale their businesses on regional and public cloud platforms such as cloud.ca, AWS and Microsoft Azure. Our cloud building team has built and continues to support regional clouds for telco and community cloud service providers around the world.","AWS Public Sector Partner: Government, Non-Profit","AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CloudOps&id=001E000000Rp57XIAR
"Protiviti, Inc","Atlanta, GA (Headquarters)",https://www.protiviti.com,Advanced Consulting Partner,"Protiviti is a global consulting firm with over 4,700 professionals, across 70 offices in 20 countries. From Data & Analytics, to Security and Privacy, to Business Process Optimization and Risk & Compliance, we have you covered. As an SAP Gold Partner and an AWS SAP competency Partner, we provide valuable skills to help customers implement, migrate and manage SAP applications on the AWS cloud.",AWS Marketplace Seller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Protiviti%2C%20Inc&id=001E000000Rp57vIAB
L&T Infotech,"Hartford, CT (Headquarters)",http://www.lntinfotech.com,Advanced Consulting Partner,"LTI (NSE: LTI) is a global technology consulting and digital solutions Company helping more than 300 clients succeed in a converging world. With operations in 30 countries, we go the extra mile for our clients and accelerate their digital transformation with LTI’s MOSAIC platform enabling their mobile, social, analytics, IoT and cloud journeys.",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Sysops Administrator - Associate,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=L%26T%20Infotech&id=001E000000Rp5FrIAJ
LCloud,"Warsaw, mazowieckie (Headquarters)",http://www.lcloud.pl,Advanced Consulting Partner,"We are working with cloud computing solutions from 2007 and have done hundreds of cloud computing projects. Therefore, we have a huge selection of ideas on how to help the migration of systems to the cloud Amazon Web Service. We help create and implement even the most challenging applications in the cloud Amazon Web Services with our team of architects, engineers and programmers. Through",Well Architected,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional,AWS Certified SysOps Administrator - Associate,AWS Certified Advanced Networking - Specialty,AWS Certified Cloud Practitioner",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=LCloud&id=001E000000Rp5G0IAJ
"Pinnacle Solutions, Inc.","Indianapolis, IN (Headquarters)",https://thepinnaclesolutions.com,Advanced Consulting Partner,"We have partnered with AWS to combine their cloud computing infrastructure with our SAS administration and maintenance expertise, thus eliminating the need for costly hardware and the administration pain that goes along with it. PINNACLE SHELTER is a 24/7 remote hosting & administration service that focuses on the day-to-day activities required to keep your SAS solutions functioning effectively.","AWS Public Sector Partner: Education, Nonprofit","AWS Certified Solutions Architect - Professional,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Pinnacle%20Solutions%2C%20Inc.&id=001E000000Rp5GuIAJ
"Redapt, Inc.","Redmond, WA (Headquarters)",http://www.redapt.com,Advanced Consulting Partner,"Redapt is a global systems integrator consultancy focused on cloud infrastructure and cloud engineering services. Redapt’s core value proposition is the ability to help customers effectively accelerate technologies into production. We architect and integrate customized, best–of- breed cloud solutions that address customers’ business objectives across multiple platforms.",Authorized Commercial Reseller,"AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Redapt%2C%20Inc.&id=001E000000Rp5H7IAJ
CloudCover,"Pune, Maharashtra (Headquarters)",http://www.cldcvr.com,Advanced Consulting Partner,"We deliver the insane potential of the public cloud to start-ups & agile enterprises through a combination of weaponized geekiness, extreme automation, and battle-scarred experience. We help you get the utmost value from adopting the cloud, through an award-winning DevOps team focused on automation and Data Engineers focused on getting business insight from your data.",Authorized Commercial Reseller,"AWS Certified Solutions Architect - Professional,AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified DevOps Engineer - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=CloudCover&id=001E000000Rp5P7IAJ
"Shanghai Yungoal Info Tech Co., Ltd.","Shanghai, Shanghai (Headquarters)",http://www.yungoal.com,Advanced Consulting Partner,云角成立于2012年，目前为神州数码成员企业，是一家专注于公有云和混合云平台的迁移、运维和软件开发的高科技企业，立志成为全球领先的云计算软件和服务提供商，我们希望把云带给每一家企业。公司总部位于上海，在北京、香港、成都和西雅图设有分公司。 云角为上百家世界五百强公司和创业企业提供了专业的云计算相关的技术咨询、培训、云运维以及云优化服务。其自主开发的云舶平台，能够提供跨各种公有云和私有云的监控、计费和资源管理的SaaS服务。目前云角是微软的金牌云平台和软件开发合作伙伴、AWS进阶级咨询合作伙伴、阿里云的市场及系统集成合作伙伴，Oracle金牌合作伙伴同时也是青云、腾讯云、华为云、UCloud、百度开放云和IBM Bluemix的合作伙伴。,Managed Service Provider,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Shanghai%20Yungoal%20Info%20Tech%20Co.%2C%20Ltd.&id=001E000000Rp5YuIAJ
WCI Consulting,"Plano, TX (Headquarters)",http://www.wciconsulting.com,Advanced Consulting Partner,"WCI Consulting is a business intelligence (BI) firm that focuses on mastering the technology and tools essential to business intelligence, and applies the most effective and appropriate solutions to help clients turn data into valuable business information.",Authorized Commercial Reseller,AWS Certified Solutions Architect - Associate,,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=WCI%20Consulting&id=001E000000Rp5ZXIAZ
Lotte Data Communication Company,"Seoul, Kumcheon-Gu (Headquarters)",http://www.ldcc.co.kr,Advanced Consulting Partner,"Lotte Data Communication Company(LDCC) provides migration, deployment, and managed services to make the transition to the cloud faster and more efficient to successfully support your business as a CSB Provider.",Digital Customer Experience,"AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Lotte%20Data%20Communication%20Company&id=001E000000UfZqVIAV
"Twin Technologies, Inc. DBA Intevity","Altamont, New York (Headquarters)",http://www.intevity.com,Advanced Consulting Partner,"We believe that companies must master technology to survive and thrive. We focus on solving three key problems to ensure our clients get the most from technology: Alignment, Relevancy, and Velocity. Our core consulting practices are divided into three disciplines including: Digital Organization, Digital Experience, and Digital Execution.",AWS Public Sector Partner: Government,"AWS Certified Solutions Architect - Professional,AWS Certified DevOps Engineer - Professional,AWS Certified Solutions Architect - Associate,AWS Certified Developer - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Twin%20Technologies%2C%20Inc.%20DBA%20Intevity&id=001E000000Ufa9WIAR
Ackstorm,"Barcelona, Barcelona (Headquarters)",http://www.ackstorm.com,Advanced Consulting Partner,"Experts in Systems Management, Integration, Architecture Design, Implementation and 24x7 Management of Cloud Platforms. Our experience in Cloud Architectures and Systems, together with the development of a Multi-Provider Cloud Management System, facilitates the migration to the Cloud, obtaining an improved service, flexibility and scalability in infrastructures, and reducing costs by pay per use.",AWS Public Sector Partner: Government,"AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Ackstorm&id=001E000000UfaI0IAJ
Skyscrapers | The ops & cloud experts,"Antwerpen, na (Headquarters)",http://skyscrapers.eu,Advanced Consulting Partner,Skyscrapers partners up with technology companies where we strongly integrate with the development team and technological leadership. Our aim is to engage with customers in a simple and pragmatic way. Ideally that forms the solid foundation for a long-term cooperation. Our customers are typically (but not limited to): Startups: we support startups with all budgets and can add value,Authorized Commercial Reseller,"AWS Certified Sysops Administrator - Associate,AWS Certified DevOps Engineer - Professional,AWS Certified Developer - Associate,AWS Certified Solutions Architect - Associate",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=Skyscrapers%20%7C%20The%20ops%20%26%20cloud%20experts&id=001E000000UfakYIAR
IPC Global,"Alpharetta, Georgia (Headquarters)",http://www.ipc-global.com,Advanced Consulting Partner,"Our managed services team, DirectIT, is experienced with in-house, hybrid and cloud infrastructure. DirectIT consults on application and data migration, delivering value to customers by offering proactive monitoring, automation, and management of their environments. This suite of services is trusted by the largest enterprises and niche business requirements to power a wide variety of workloads.",Authorized Commercial Reseller,"AWS Certified DevOps Engineer - Professional,AWS Certified Developer - Associate,AWS Certified Sysops Administrator - Associate,AWS Certified Solutions Architect - Associate,AWS Certified Solutions Architect - Professional",,,,,,,,https://aws.amazon.com/partners/find/partnerdetails/?n=IPC%20Global&id=001E000000UfalfIAB
